image_path,annotation_path,label,x1,y1,x2,y2,source_folder
Test\Images\126\0070.jpg,Test\Annotations\126\0070.txt,1,67,8,509,392,126
Test\Images\133\0346.jpg,Test\Annotations\133\0346.txt,1,480,149,559,307,133
Test\Images\140\0030.jpg,Test\Annotations\140\0030.txt,1,23,297,99,421,140
Test\Images\102\0236.jpg,Test\Annotations\102\0236.txt,1,306,174,391,321,102
Test\Images\140\0051.jpg,Test\Annotations\140\0051.txt,1,77,152,175,310,140
Test\Images\113\0055.jpg,Test\Annotations\113\0055.txt,1,353,112,404,178,113
Test\Images\139\0406.jpg,Test\Annotations\139\0406.txt,1,0,78,167,317,139
Test\Images\127\0676.jpg,Test\Annotations\127\0676.txt,1,285,147,308,184,127
Test\Images\139\0206.jpg,Test\Annotations\139\0206.txt,1,22,23,95,182,139
Test\Images\123\0056.jpg,Test\Annotations\123\0056.txt,1,421,184,471,282,123
Test\Images\139\0427.jpg,Test\Annotations\139\0427.txt,1,1,147,126,362,139
Test\Images\154\0115.jpg,Test\Annotations\154\0115.txt,1,356,116,381,144,154
Test\Images\104\0078.jpg,Test\Annotations\104\0078.txt,1,366,153,557,347,104
Test\Images\121\0020.jpg,Test\Annotations\121\0020.txt,0,,,,,121
Test\Images\102\0126.jpg,Test\Annotations\102\0126.txt,1,215,362,285,460,102
Test\Images\105\0110.jpg,Test\Annotations\105\0110.txt,1,32,52,90,91,105
Test\Images\134\0108.jpg,Test\Annotations\134\0108.txt,1,359,422,449,479,134
Test\Images\110\0205.jpg,Test\Annotations\110\0205.txt,1,477,51,558,183,110
Test\Images\143\0173.jpg,Test\Annotations\143\0173.txt,1,332,35,371,75,143
Test\Images\120\0117.jpg,Test\Annotations\120\0117.txt,0,,,,,120
Test\Images\115\0046.jpg,Test\Annotations\115\0046.txt,1,184,121,249,189,115
Test\Images\118\0150.jpg,Test\Annotations\118\0150.txt,1,440,269,463,306,118
Test\Images\123\0245.jpg,Test\Annotations\123\0245.txt,1,304,281,454,360,123
Test\Images\114\0234.jpg,Test\Annotations\114\0234.txt,1,264,218,335,296,114
Test\Images\104\0105.jpg,Test\Annotations\104\0105.txt,1,33,172,271,402,104
Test\Images\128\0284.jpg,Test\Annotations\128\0284.txt,1,73,277,194,425,128
Test\Images\152\0019.jpg,Test\Annotations\152\0019.txt,0,,,,,152
Test\Images\103\0034.jpg,Test\Annotations\103\0034.txt,1,49,42,71,69,103
Test\Images\119\0140.jpg,Test\Annotations\119\0140.txt,0,,,,,119
Test\Images\143\0431.jpg,Test\Annotations\143\0431.txt,1,410,272,450,314,143
Test\Images\133\0171.jpg,Test\Annotations\133\0171.txt,0,,,,,133
Test\Images\108\0087.jpg,Test\Annotations\108\0087.txt,1,264,304,377,385,108
Test\Images\145\0009.jpg,Test\Annotations\145\0009.txt,0,,,,,145
Test\Images\160\0027.jpg,Test\Annotations\160\0027.txt,1,295,208,353,269,160
Test\Images\149\0052.jpg,Test\Annotations\149\0052.txt,1,130,109,286,213,149
Test\Images\145\0045.jpg,Test\Annotations\145\0045.txt,1,131,158,197,197,145
Test\Images\107\0005.jpg,Test\Annotations\107\0005.txt,0,,,,,107
Test\Images\132\0334.jpg,Test\Annotations\132\0334.txt,1,93,122,270,278,132
Test\Images\118\0111.jpg,Test\Annotations\118\0111.txt,1,428,335,491,393,118
Test\Images\114\0248.jpg,Test\Annotations\114\0248.txt,1,274,249,337,311,114
Test\Images\114\0091.jpg,Test\Annotations\114\0091.txt,1,189,266,235,339,114
Test\Images\146\0169.jpg,Test\Annotations\146\0169.txt,1,180,115,278,231,146
Test\Images\148\0058.jpg,Test\Annotations\148\0058.txt,1,118,105,165,144,148
Test\Images\157\0106.jpg,Test\Annotations\157\0106.txt,1,144,234,257,277,157
Test\Images\137\0219.jpg,Test\Annotations\137\0219.txt,1,239,303,405,415,137
Test\Images\148\0076.jpg,Test\Annotations\148\0076.txt,1,278,34,334,74,148
Test\Images\102\0164.jpg,Test\Annotations\102\0164.txt,1,309,149,368,266,102
Test\Images\147\0186.jpg,Test\Annotations\147\0186.txt,0,,,,,147
Test\Images\133\0062.jpg,Test\Annotations\133\0062.txt,1,70,144,275,334,133
Test\Images\126\0065.jpg,Test\Annotations\126\0065.txt,1,3,3,508,412,126
Test\Images\139\0313.jpg,Test\Annotations\139\0313.txt,1,0,194,38,387,139
Test\Images\136\0137.jpg,Test\Annotations\136\0137.txt,0,,,,,136
Test\Images\119\0075.jpg,Test\Annotations\119\0075.txt,1,258,280,296,314,119
Test\Images\136\0102.jpg,Test\Annotations\136\0102.txt,0,,,,,136
Test\Images\127\0595.jpg,Test\Annotations\127\0595.txt,1,334,141,360,181,127
Test\Images\133\0129.jpg,Test\Annotations\133\0129.txt,0,,,,,133
Test\Images\128\0381.jpg,Test\Annotations\128\0381.txt,1,192,244,298,381,128
Test\Images\150\0088.jpg,Test\Annotations\150\0088.txt,1,256,108,322,172,150
Test\Images\154\0139.jpg,Test\Annotations\154\0139.txt,1,329,104,364,137,154
Test\Images\115\0297.jpg,Test\Annotations\115\0297.txt,1,428,76,506,173,115
Test\Images\118\0059.jpg,Test\Annotations\118\0059.txt,1,214,306,263,350,118
Test\Images\130\0015.jpg,Test\Annotations\130\0015.txt,1,422,44,457,78,130
Test\Images\114\0189.jpg,Test\Annotations\114\0189.txt,1,193,291,240,367,114
Test\Images\129\0145.jpg,Test\Annotations\129\0145.txt,1,321,232,376,299,129
Test\Images\119\0095.jpg,Test\Annotations\119\0095.txt,1,295,301,333,335,119
Test\Images\143\0131.jpg,Test\Annotations\143\0131.txt,1,516,190,551,240,143
Test\Images\147\0456.jpg,Test\Annotations\147\0456.txt,1,49,253,223,472,147
Test\Images\118\0219.jpg,Test\Annotations\118\0219.txt,1,352,103,395,155,118
Test\Images\111\0128.jpg,Test\Annotations\111\0128.txt,1,229,121,546,479,111
Test\Images\106\0127.jpg,Test\Annotations\106\0127.txt,1,208,78,399,257,106
Test\Images\132\0312.jpg,Test\Annotations\132\0312.txt,1,121,218,314,383,132
Test\Images\112\0205.jpg,Test\Annotations\112\0205.txt,1,357,364,552,474,112
Test\Images\160\0390.jpg,Test\Annotations\160\0390.txt,1,433,263,487,316,160
Test\Images\115\0065.jpg,Test\Annotations\115\0065.txt,1,386,76,444,146,115
Test\Images\145\0181.jpg,Test\Annotations\145\0181.txt,1,226,277,297,334,145
Test\Images\132\0011.jpg,Test\Annotations\132\0011.txt,0,,,,,132
Test\Images\143\0058.jpg,Test\Annotations\143\0058.txt,1,474,91,511,144,143
Test\Images\155\0149.jpg,Test\Annotations\155\0149.txt,1,461,231,499,315,155
Test\Images\137\0150.jpg,Test\Annotations\137\0150.txt,1,33,137,99,232,137
Test\Images\147\0179.jpg,Test\Annotations\147\0179.txt,0,,,,,147
Test\Images\131\0360.jpg,Test\Annotations\131\0360.txt,1,359,287,436,388,131
Test\Images\147\0214.jpg,Test\Annotations\147\0214.txt,0,,,,,147
Test\Images\130\0060.jpg,Test\Annotations\130\0060.txt,1,297,17,372,106,130
Test\Images\127\0764.jpg,Test\Annotations\127\0764.txt,1,279,138,304,168,127
Test\Images\129\0309.jpg,Test\Annotations\129\0309.txt,1,324,231,365,288,129
Test\Images\138\0142.jpg,Test\Annotations\138\0142.txt,0,,,,,138
Test\Images\153\0095.jpg,Test\Annotations\153\0095.txt,1,259,355,380,425,153
Test\Images\102\0008.jpg,Test\Annotations\102\0008.txt,0,,,,,102
Test\Images\139\0190.jpg,Test\Annotations\139\0190.txt,1,156,0,380,270,139
Test\Images\104\0031.jpg,Test\Annotations\104\0031.txt,1,385,380,489,466,104
Test\Images\143\0397.jpg,Test\Annotations\143\0397.txt,1,345,322,382,356,143
Test\Images\159\0058.jpg,Test\Annotations\159\0058.txt,1,82,267,181,344,159
Test\Images\133\0398.jpg,Test\Annotations\133\0398.txt,1,454,178,559,356,133
Test\Images\154\0109.jpg,Test\Annotations\154\0109.txt,1,369,106,393,133,154
Test\Images\114\0292.jpg,Test\Annotations\114\0292.txt,1,273,332,315,381,114
Test\Images\137\0023.jpg,Test\Annotations\137\0023.txt,0,,,,,137
Test\Images\143\0230.jpg,Test\Annotations\143\0230.txt,1,326,113,374,162,143
Test\Images\108\0010.jpg,Test\Annotations\108\0010.txt,0,,,,,108
Test\Images\145\0001.jpg,Test\Annotations\145\0001.txt,0,,,,,145
Test\Images\104\0192.jpg,Test\Annotations\104\0192.txt,1,87,31,332,304,104
Test\Images\148\0158.jpg,Test\Annotations\148\0158.txt,1,32,117,133,192,148
Test\Images\107\0020.jpg,Test\Annotations\107\0020.txt,1,431,308,516,381,107
Test\Images\151\0002.jpg,Test\Annotations\151\0002.txt,0,,,,,151
Test\Images\139\0136.jpg,Test\Annotations\139\0136.txt,1,224,453,306,479,139
Test\Images\145\0067.jpg,Test\Annotations\145\0067.txt,1,146,188,210,239,145
Test\Images\149\0049.jpg,Test\Annotations\149\0049.txt,1,131,47,296,152,149
Test\Images\101\0030.jpg,Test\Annotations\101\0030.txt,1,387,62,456,210,101
Test\Images\110\0003.jpg,Test\Annotations\110\0003.txt,0,,,,,110
Test\Images\130\0081.jpg,Test\Annotations\130\0081.txt,1,280,35,364,142,130
Test\Images\125\0018.jpg,Test\Annotations\125\0018.txt,1,479,246,556,410,125
Test\Images\118\0102.jpg,Test\Annotations\118\0102.txt,1,417,330,472,375,118
Test\Images\112\0018.jpg,Test\Annotations\112\0018.txt,1,85,344,263,479,112
Test\Images\160\0101.jpg,Test\Annotations\160\0101.txt,1,313,287,382,353,160
Test\Images\147\0288.jpg,Test\Annotations\147\0288.txt,0,,,,,147
Test\Images\147\0040.jpg,Test\Annotations\147\0040.txt,1,5,122,32,222,147
Test\Images\132\0159.jpg,Test\Annotations\132\0159.txt,1,283,3,490,112,132
Test\Images\147\0476.jpg,Test\Annotations\147\0476.txt,0,,,,,147
Test\Images\123\0190.jpg,Test\Annotations\123\0190.txt,1,264,207,398,407,123
Test\Images\148\0024.jpg,Test\Annotations\148\0024.txt,0,,,,,148
Test\Images\158\0101.jpg,Test\Annotations\158\0101.txt,1,323,333,492,411,158
Test\Images\151\0253.jpg,Test\Annotations\151\0253.txt,1,303,330,330,403,151
Test\Images\128\0162.jpg,Test\Annotations\128\0162.txt,1,241,132,394,295,128
Test\Images\101\0160.jpg,Test\Annotations\101\0160.txt,1,264,278,357,422,101
Test\Images\129\0017.jpg,Test\Annotations\129\0017.txt,0,,,,,129
Test\Images\147\0009.jpg,Test\Annotations\147\0009.txt,0,,,,,147
Test\Images\158\0131.jpg,Test\Annotations\158\0131.txt,1,305,239,495,364,158
Test\Images\143\0160.jpg,Test\Annotations\143\0160.txt,0,,,,,143
Test\Images\147\0286.jpg,Test\Annotations\147\0286.txt,0,,,,,147
Test\Images\149\0036.jpg,Test\Annotations\149\0036.txt,0,,,,,149
Test\Images\132\0103.jpg,Test\Annotations\132\0103.txt,1,142,175,403,395,132
Test\Images\134\0058.jpg,Test\Annotations\134\0058.txt,1,139,390,216,476,134
Test\Images\106\0036.jpg,Test\Annotations\106\0036.txt,1,251,10,487,220,106
Test\Images\143\0254.jpg,Test\Annotations\143\0254.txt,1,347,125,395,174,143
Test\Images\128\0466.jpg,Test\Annotations\128\0466.txt,1,211,212,317,350,128
Test\Images\128\0228.jpg,Test\Annotations\128\0228.txt,1,175,370,287,479,128
Test\Images\108\0014.jpg,Test\Annotations\108\0014.txt,0,,,,,108
Test\Images\127\0611.jpg,Test\Annotations\127\0611.txt,1,301,134,334,178,127
Test\Images\101\0085.jpg,Test\Annotations\101\0085.txt,1,389,171,428,251,101
Test\Images\116\0037.jpg,Test\Annotations\116\0037.txt,1,312,112,392,229,116
Test\Images\145\0062.jpg,Test\Annotations\145\0062.txt,1,145,177,206,221,145
Test\Images\113\0124.jpg,Test\Annotations\113\0124.txt,1,267,168,393,322,113
Test\Images\112\0217.jpg,Test\Annotations\112\0217.txt,1,132,195,498,479,112
Test\Images\105\0031.jpg,Test\Annotations\105\0031.txt,1,187,164,292,241,105
Test\Images\105\0105.jpg,Test\Annotations\105\0105.txt,1,54,103,132,154,105
Test\Images\160\0034.jpg,Test\Annotations\160\0034.txt,1,244,204,301,260,160
Test\Images\160\0162.jpg,Test\Annotations\160\0162.txt,1,377,255,434,316,160
Test\Images\110\0163.jpg,Test\Annotations\110\0163.txt,1,434,93,531,212,110
Test\Images\130\0123.jpg,Test\Annotations\130\0123.txt,1,251,89,339,197,130
Test\Images\123\0025.jpg,Test\Annotations\123\0025.txt,0,,,,,123
Test\Images\151\0031.jpg,Test\Annotations\151\0031.txt,1,326,141,351,217,151
Test\Images\157\0087.jpg,Test\Annotations\157\0087.txt,1,135,238,253,284,157
Test\Images\133\0126.jpg,Test\Annotations\133\0126.txt,0,,,,,133
Test\Images\151\0390.jpg,Test\Annotations\151\0390.txt,1,170,308,224,380,151
Test\Images\157\0123.jpg,Test\Annotations\157\0123.txt,1,145,240,258,283,157
Test\Images\140\0060.jpg,Test\Annotations\140\0060.txt,1,82,142,186,325,140
Test\Images\119\0183.jpg,Test\Annotations\119\0183.txt,1,240,176,295,226,119
Test\Images\119\0051.jpg,Test\Annotations\119\0051.txt,1,243,310,288,356,119
Test\Images\112\0044.jpg,Test\Annotations\112\0044.txt,1,84,293,279,479,112
Test\Images\104\0038.jpg,Test\Annotations\104\0038.txt,1,360,360,495,454,104
Test\Images\145\0122.jpg,Test\Annotations\145\0122.txt,1,196,242,267,299,145
Test\Images\127\0163.jpg,Test\Annotations\127\0163.txt,1,292,75,316,100,127
Test\Images\129\0302.jpg,Test\Annotations\129\0302.txt,1,325,227,368,289,129
Test\Images\144\0068.jpg,Test\Annotations\144\0068.txt,1,23,99,318,359,144
Test\Images\123\0150.jpg,Test\Annotations\123\0150.txt,1,221,286,422,476,123
Test\Images\106\0179.jpg,Test\Annotations\106\0179.txt,1,225,85,361,199,106
Test\Images\110\0204.jpg,Test\Annotations\110\0204.txt,1,475,51,556,183,110
Test\Images\151\0269.jpg,Test\Annotations\151\0269.txt,1,302,246,335,312,151
Test\Images\128\0050.jpg,Test\Annotations\128\0050.txt,1,60,316,135,416,128
Test\Images\102\0199.jpg,Test\Annotations\102\0199.txt,1,300,191,379,320,102
Test\Images\151\0139.jpg,Test\Annotations\151\0139.txt,1,140,337,214,461,151
Test\Images\143\0388.jpg,Test\Annotations\143\0388.txt,1,337,326,374,360,143
Test\Images\105\0018.jpg,Test\Annotations\105\0018.txt,1,186,249,279,306,105
Test\Images\133\0061.jpg,Test\Annotations\133\0061.txt,1,68,143,273,333,133
Test\Images\119\0024.jpg,Test\Annotations\119\0024.txt,1,334,390,395,445,119
Test\Images\139\0305.jpg,Test\Annotations\139\0305.txt,1,0,138,74,386,139
Test\Images\109\0038.jpg,Test\Annotations\109\0038.txt,1,96,70,134,95,109
Test\Images\136\0020.jpg,Test\Annotations\136\0020.txt,1,317,272,436,436,136
Test\Images\139\0428.jpg,Test\Annotations\139\0428.txt,1,1,147,126,362,139
Test\Images\114\0396.jpg,Test\Annotations\114\0396.txt,1,149,113,183,150,114
Test\Images\104\0176.jpg,Test\Annotations\104\0176.txt,1,21,7,275,236,104
Test\Images\131\0070.jpg,Test\Annotations\131\0070.txt,1,265,297,322,393,131
Test\Images\110\0024.jpg,Test\Annotations\110\0024.txt,1,392,74,435,115,110
Test\Images\147\0199.jpg,Test\Annotations\147\0199.txt,0,,,,,147
Test\Images\150\0219.jpg,Test\Annotations\150\0219.txt,1,176,151,239,203,150
Test\Images\119\0161.jpg,Test\Annotations\119\0161.txt,1,175,289,223,333,119
Test\Images\136\0049.jpg,Test\Annotations\136\0049.txt,1,222,121,358,296,136
Test\Images\127\0191.jpg,Test\Annotations\127\0191.txt,1,297,44,320,79,127
Test\Images\127\0743.jpg,Test\Annotations\127\0743.txt,1,280,111,305,146,127
Test\Images\139\0175.jpg,Test\Annotations\139\0175.txt,1,209,10,433,280,139
Test\Images\107\0050.jpg,Test\Annotations\107\0050.txt,1,257,202,411,303,107
Test\Images\113\0139.jpg,Test\Annotations\113\0139.txt,1,249,119,375,273,113
Test\Images\153\0148.jpg,Test\Annotations\153\0148.txt,1,136,310,240,401,153
Test\Images\131\0078.jpg,Test\Annotations\131\0078.txt,1,418,272,461,353,131
Test\Images\104\0083.jpg,Test\Annotations\104\0083.txt,1,86,172,526,479,104
Test\Images\108\0155.jpg,Test\Annotations\108\0155.txt,1,209,158,377,354,108
Test\Images\104\0012.jpg,Test\Annotations\104\0012.txt,0,,,,,104
Test\Images\154\0197.jpg,Test\Annotations\154\0197.txt,1,460,84,506,124,154
Test\Images\155\0170.jpg,Test\Annotations\155\0170.txt,1,374,279,434,364,155
Test\Images\155\0123.jpg,Test\Annotations\155\0123.txt,1,324,300,374,381,155
Test\Images\110\0066.jpg,Test\Annotations\110\0066.txt,1,535,112,557,165,110
Test\Images\110\0113.jpg,Test\Annotations\110\0113.txt,1,364,115,433,215,110
Test\Images\131\0062.jpg,Test\Annotations\131\0062.txt,1,294,264,335,332,131
Test\Images\114\0351.jpg,Test\Annotations\114\0351.txt,1,252,192,282,229,114
Test\Images\137\0200.jpg,Test\Annotations\137\0200.txt,1,379,305,488,404,137
Test\Images\131\0082.jpg,Test\Annotations\131\0082.txt,1,401,287,450,360,131
Test\Images\151\0232.jpg,Test\Annotations\151\0232.txt,1,197,337,246,437,151
Test\Images\128\0157.jpg,Test\Annotations\128\0157.txt,1,206,153,368,321,128
Test\Images\146\0005.jpg,Test\Annotations\146\0005.txt,1,222,198,268,255,146
Test\Images\158\0118.jpg,Test\Annotations\158\0118.txt,1,306,324,502,425,158
Test\Images\155\0072.jpg,Test\Annotations\155\0072.txt,1,400,167,468,255,155
Test\Images\147\0397.jpg,Test\Annotations\147\0397.txt,1,46,181,163,406,147
Test\Images\147\0044.jpg,Test\Annotations\147\0044.txt,1,8,119,52,229,147
Test\Images\115\0263.jpg,Test\Annotations\115\0263.txt,1,491,127,544,231,115
Test\Images\123\0267.jpg,Test\Annotations\123\0267.txt,1,390,165,508,243,123
Test\Images\136\0254.jpg,Test\Annotations\136\0254.txt,0,,,,,136
Test\Images\114\0013.jpg,Test\Annotations\114\0013.txt,0,,,,,114
Test\Images\106\0126.jpg,Test\Annotations\106\0126.txt,1,184,69,403,248,106
Test\Images\143\0087.jpg,Test\Annotations\143\0087.txt,1,275,119,313,160,143
Test\Images\110\0062.jpg,Test\Annotations\110\0062.txt,1,536,113,559,163,110
Test\Images\148\0149.jpg,Test\Annotations\148\0149.txt,1,71,5,166,79,148
Test\Images\148\0043.jpg,Test\Annotations\148\0043.txt,0,,,,,148
Test\Images\160\0309.jpg,Test\Annotations\160\0309.txt,1,372,263,428,327,160
Test\Images\143\0234.jpg,Test\Annotations\143\0234.txt,1,333,108,381,157,143
Test\Images\151\0099.jpg,Test\Annotations\151\0099.txt,1,158,334,216,384,151
Test\Images\110\0154.jpg,Test\Annotations\110\0154.txt,1,420,85,519,211,110
Test\Images\137\0030.jpg,Test\Annotations\137\0030.txt,0,,,,,137
Test\Images\147\0421.jpg,Test\Annotations\147\0421.txt,1,85,156,213,355,147
Test\Images\157\0020.jpg,Test\Annotations\157\0020.txt,1,133,212,237,273,157
Test\Images\101\0167.jpg,Test\Annotations\101\0167.txt,1,249,272,342,416,101
Test\Images\156\0024.jpg,Test\Annotations\156\0024.txt,1,27,55,81,115,156
Test\Images\102\0153.jpg,Test\Annotations\102\0153.txt,1,280,144,333,243,102
Test\Images\127\0083.jpg,Test\Annotations\127\0083.txt,1,320,72,364,129,127
Test\Images\115\0129.jpg,Test\Annotations\115\0129.txt,1,329,37,426,136,115
Test\Images\127\0665.jpg,Test\Annotations\127\0665.txt,1,271,149,304,187,127
Test\Images\121\0026.jpg,Test\Annotations\121\0026.txt,0,,,,,121
Test\Images\139\0436.jpg,Test\Annotations\139\0436.txt,1,10,140,97,366,139
Test\Images\128\0212.jpg,Test\Annotations\128\0212.txt,1,110,330,236,461,128
Test\Images\132\0003.jpg,Test\Annotations\132\0003.txt,0,,,,,132
Test\Images\120\0028.jpg,Test\Annotations\120\0028.txt,1,299,129,469,283,120
Test\Images\131\0051.jpg,Test\Annotations\131\0051.txt,1,367,187,395,245,131
Test\Images\136\0098.jpg,Test\Annotations\136\0098.txt,1,161,72,205,141,136
Test\Images\154\0211.jpg,Test\Annotations\154\0211.txt,1,434,96,480,136,154
Test\Images\139\0057.jpg,Test\Annotations\139\0057.txt,1,122,191,179,239,139
Test\Images\132\0246.jpg,Test\Annotations\132\0246.txt,1,200,122,417,290,132
Test\Images\157\0035.jpg,Test\Annotations\157\0035.txt,1,129,227,241,274,157
Test\Images\105\0022.jpg,Test\Annotations\105\0022.txt,1,220,236,314,293,105
Test\Images\118\0290.jpg,Test\Annotations\118\0290.txt,1,529,319,559,377,118
Test\Images\148\0181.jpg,Test\Annotations\148\0181.txt,1,22,147,113,208,148
Test\Images\140\0015.jpg,Test\Annotations\140\0015.txt,0,,,,,140
Test\Images\149\0155.jpg,Test\Annotations\149\0155.txt,0,,,,,149
Test\Images\134\0072.jpg,Test\Annotations\134\0072.txt,0,,,,,134
Test\Images\132\0400.jpg,Test\Annotations\132\0400.txt,1,169,97,314,216,132
Test\Images\124\0049.jpg,Test\Annotations\124\0049.txt,1,268,402,312,429,124
Test\Images\139\0214.jpg,Test\Annotations\139\0214.txt,1,97,22,185,191,139
Test\Images\151\0101.jpg,Test\Annotations\151\0101.txt,1,163,345,221,395,151
Test\Images\139\0012.jpg,Test\Annotations\139\0012.txt,1,123,400,182,434,139
Test\Images\136\0306.jpg,Test\Annotations\136\0306.txt,0,,,,,136
Test\Images\139\0410.jpg,Test\Annotations\139\0410.txt,1,0,87,167,326,139
Test\Images\127\0361.jpg,Test\Annotations\127\0361.txt,1,388,177,440,239,127
Test\Images\102\0033.jpg,Test\Annotations\102\0033.txt,1,315,238,408,370,102
Test\Images\114\0304.jpg,Test\Annotations\114\0304.txt,1,264,303,300,344,114
Test\Images\146\0131.jpg,Test\Annotations\146\0131.txt,1,79,175,176,276,146
Test\Images\131\0101.jpg,Test\Annotations\131\0101.txt,1,319,317,405,438,131
Test\Images\112\0024.jpg,Test\Annotations\112\0024.txt,1,87,319,257,471,112
Test\Images\120\0226.jpg,Test\Annotations\120\0226.txt,1,324,102,423,221,120
Test\Images\157\0077.jpg,Test\Annotations\157\0077.txt,1,132,232,250,278,157
Test\Images\133\0378.jpg,Test\Annotations\133\0378.txt,0,,,,,133
Test\Images\119\0015.jpg,Test\Annotations\119\0015.txt,1,338,441,382,476,119
Test\Images\125\0039.jpg,Test\Annotations\125\0039.txt,1,483,228,559,448,125
Test\Images\148\0101.jpg,Test\Annotations\148\0101.txt,1,242,18,311,70,148
Test\Images\115\0037.jpg,Test\Annotations\115\0037.txt,1,184,122,252,193,115
Test\Images\153\0138.jpg,Test\Annotations\153\0138.txt,1,179,356,274,442,153
Test\Images\139\0464.jpg,Test\Annotations\139\0464.txt,1,6,115,96,328,139
Test\Images\121\0062.jpg,Test\Annotations\121\0062.txt,1,115,425,159,479,121
Test\Images\115\0118.jpg,Test\Annotations\115\0118.txt,1,322,30,394,101,115
Test\Images\150\0078.jpg,Test\Annotations\150\0078.txt,1,250,95,318,163,150
Test\Images\131\0391.jpg,Test\Annotations\131\0391.txt,1,312,290,390,385,131
Test\Images\123\0169.jpg,Test\Annotations\123\0169.txt,1,173,234,375,476,123
Test\Images\104\0216.jpg,Test\Annotations\104\0216.txt,1,122,150,314,360,104
Test\Images\118\0324.jpg,Test\Annotations\118\0324.txt,1,444,284,524,360,118
Test\Images\102\0200.jpg,Test\Annotations\102\0200.txt,1,298,189,377,318,102
Test\Images\154\0130.jpg,Test\Annotations\154\0130.txt,1,340,112,373,146,154
Test\Images\123\0153.jpg,Test\Annotations\123\0153.txt,1,211,289,412,479,123
Test\Images\127\0772.jpg,Test\Annotations\127\0772.txt,1,287,141,312,171,127
Test\Images\151\0035.jpg,Test\Annotations\151\0035.txt,1,323,140,347,210,151
Test\Images\136\0227.jpg,Test\Annotations\136\0227.txt,0,,,,,136
Test\Images\148\0062.jpg,Test\Annotations\148\0062.txt,1,115,87,195,145,148
Test\Images\115\0121.jpg,Test\Annotations\115\0121.txt,1,349,39,420,111,115
Test\Images\150\0044.jpg,Test\Annotations\150\0044.txt,1,164,92,225,141,150
Test\Images\136\0144.jpg,Test\Annotations\136\0144.txt,0,,,,,136
Test\Images\151\0349.jpg,Test\Annotations\151\0349.txt,1,98,275,168,329,151
Test\Images\148\0011.jpg,Test\Annotations\148\0011.txt,0,,,,,148
Test\Images\137\0136.jpg,Test\Annotations\137\0136.txt,0,,,,,137
Test\Images\139\0105.jpg,Test\Annotations\139\0105.txt,1,241,241,321,300,139
Test\Images\115\0160.jpg,Test\Annotations\115\0160.txt,1,411,36,504,130,115
Test\Images\131\0220.jpg,Test\Annotations\131\0220.txt,1,465,236,524,329,131
Test\Images\154\0101.jpg,Test\Annotations\154\0101.txt,1,427,108,447,134,154
Test\Images\121\0119.jpg,Test\Annotations\121\0119.txt,1,206,382,281,427,121
Test\Images\134\0003.jpg,Test\Annotations\134\0003.txt,0,,,,,134
Test\Images\151\0077.jpg,Test\Annotations\151\0077.txt,1,117,185,165,230,151
Test\Images\114\0206.jpg,Test\Annotations\114\0206.txt,1,221,177,270,237,114
Test\Images\147\0038.jpg,Test\Annotations\147\0038.txt,1,5,116,27,225,147
Test\Images\120\0223.jpg,Test\Annotations\120\0223.txt,1,321,79,425,208,120
Test\Images\146\0060.jpg,Test\Annotations\146\0060.txt,1,169,229,222,290,146
Test\Images\106\0172.jpg,Test\Annotations\106\0172.txt,1,228,87,364,201,106
Test\Images\104\0206.jpg,Test\Annotations\104\0206.txt,1,127,113,319,323,104
Test\Images\147\0109.jpg,Test\Annotations\147\0109.txt,1,25,201,128,395,147
Test\Images\136\0363.jpg,Test\Annotations\136\0363.txt,1,262,199,292,255,136
Test\Images\127\0300.jpg,Test\Annotations\127\0300.txt,1,304,192,367,256,127
Test\Images\132\0044.jpg,Test\Annotations\132\0044.txt,1,186,3,306,76,132
Test\Images\150\0121.jpg,Test\Annotations\150\0121.txt,1,22,215,92,284,150
Test\Images\123\0217.jpg,Test\Annotations\123\0217.txt,1,301,244,440,396,123
Test\Images\145\0126.jpg,Test\Annotations\145\0126.txt,1,198,246,269,303,145
Test\Images\105\0068.jpg,Test\Annotations\105\0068.txt,1,124,0,250,61,105
Test\Images\127\0046.jpg,Test\Annotations\127\0046.txt,1,314,51,351,85,127
Test\Images\132\0310.jpg,Test\Annotations\132\0310.txt,1,118,222,311,387,132
Test\Images\126\0126.jpg,Test\Annotations\126\0126.txt,1,131,48,453,302,126
Test\Images\128\0058.jpg,Test\Annotations\128\0058.txt,1,83,317,170,433,128
Test\Images\118\0169.jpg,Test\Annotations\118\0169.txt,0,,,,,118
Test\Images\127\0353.jpg,Test\Annotations\127\0353.txt,1,389,170,441,232,127
Test\Images\105\0077.jpg,Test\Annotations\105\0077.txt,0,,,,,105
Test\Images\119\0111.jpg,Test\Annotations\119\0111.txt,1,288,396,323,429,119
Test\Images\120\0288.jpg,Test\Annotations\120\0288.txt,1,397,191,532,366,120
Test\Images\121\0090.jpg,Test\Annotations\121\0090.txt,1,127,340,207,405,121
Test\Images\133\0238.jpg,Test\Annotations\133\0238.txt,1,8,200,227,433,133
Test\Images\128\0244.jpg,Test\Annotations\128\0244.txt,1,212,379,328,479,128
Test\Images\132\0209.jpg,Test\Annotations\132\0209.txt,1,153,58,451,292,132
Test\Images\129\0218.jpg,Test\Annotations\129\0218.txt,1,306,274,348,330,129
Test\Images\137\0063.jpg,Test\Annotations\137\0063.txt,1,4,128,42,210,137
